Ca,Cb,Cc
0.7048251963297122,0.7107224948895526,0.44976272797045863
0.6666453792358709,1.0,0.007805057020266349
0.4464907183676642,0.5108076913682212,0.7551922183106046
0.6672871205873231,0.665732898615453,0.5184977551848936
0.25840594415956014,0.44371547967921826,0.8576955830490673
0.42998396604526434,0.38132372456281033,0.9530175983824437
0.8706946874644932,0.9952014773824662,0.015136231558837499
0.30297470540793037,0.47071462183194207,0.8164463404613537
0.6224676876549274,0.8969763793685389,0.16520436606696368
0.4630794414070563,0.42098883913196267,0.8924173050887838
0.6353928580924705,0.5733952642305559,0.6595710329643685
0.4552427258306893,0.36511610726961624,0.9777795679929607
0.46211548868087704,0.4605714512233628,0.8319430589376327
0.4868442130228838,0.7175000380632199,0.43940800925614065
0.8105604273293493,0.8374467677922951,0.25615360346017585
0.5153422624176927,0.4836261259644069,0.796720166825175
0.8967907579848501,0.9899201829157657,0.023204984091855795
0.5049586906287122,0.43190814822485246,0.8757348035813253
0.46850970934521186,0.3741343186818177,0.9640015602271947
0.8045175025637447,0.9985308402525542,0.010049636736159308
0.4752644390420337,0.3993295819251794,0.9255082807108475
0.8233600791583551,0.9868017157766938,0.027969372782198878
0.48675050065835185,0.39955485946789143,0.9251641020715256
0.36212819407383984,0.4340126905453959,0.8725194874714634
0.4498871401224684,0.4051777913629446,0.9165733964675771
0.45240405472253475,0.4081943277589552,0.9119647373898195
0.4937586588500548,0.7659820038328289,0.36533734597922124
0.49066158636630075,0.5880606888142043,0.6371652227026604
