model,run,mu_rxn,mu_mb,training_time_sec,rmse_total,violation_pl,violation_original_nonlinear,violation_rxn,violation_mb,prediction_time_sec
KKThPINN,37,0.0,0.0,27.107278792653233,0.03332118317616548,7.437514656437409e-14,1.362146577186468,2.7242931543729356,5.910304925210392e-16,0.0027436576783657074
KKThPINN,38,0.0,0.0,27.086399289313704,0.030175674713081156,4.536240664144904e-14,1.489070856660792,2.9781417133215835,5.191925321041174e-16,0.0027130921371281147
KKThPINN,39,0.0,0.0,27.1883884947747,0.03115004492930664,7.834582655832759e-14,1.1188740952540723,2.237748190508144,6.138880253809689e-16,0.0028017242439091206
KKThPINN,40,0.0,0.0,27.16533836396411,0.02863111222489249,6.036347892123719e-14,0.2918810553405886,0.5837621106811767,5.387847031269142e-16,0.002806789707392454
KKThPINN,41,0.0,0.0,27.211356667801738,0.037547026171851725,4.0020274675899763e-14,1.4567358598818876,2.9134717197637747,5.355193412897814e-16,0.0027626617811620235
KKThPINN,42,0.0,0.0,27.592655572108924,0.03535694815203565,3.232381682577772e-14,1.0025394849085958,2.005078969817191,4.669467427099923e-16,0.002802752424031496
KKThPINN,43,0.0,0.0,27.162292995955795,0.03744554088167318,2.898988239006512e-14,0.9299424565040197,1.859884913008039,4.800081900585235e-16,0.002812175080180168
KKThPINN,44,0.0,0.0,26.725966307800263,0.025063038226835248,5.238293459128459e-14,0.6430732334577688,1.2861464669155371,5.1266180842985165e-16,0.002748367376625538
KKThPINN,45,0.0,0.0,27.507859088946134,0.033551551843924284,5.0097181305291624e-14,0.29434145202679285,0.5886829040535851,5.910304925210392e-16,0.002837848849594593
KKThPINN,46,0.0,0.0,26.870332051999867,0.029733426135011107,4.815755637403473e-14,1.3307693647548238,2.661538729509647,5.093964465927188e-16,0.002817576751112938
KKThPINN,47,0.0,0.0,27.20673755602911,0.0505881206219867,2.9907449066299437e-14,1.8153226313963602,3.63064526279272,4.865389137327892e-16,0.0027311104349792004
KKThPINN,48,0.0,0.0,27.082640138920397,0.028700882004871826,7.339227265139711e-14,0.8304903631973463,1.660980726394692,5.616422359868439e-16,0.002865078393369913
KKThPINN,49,0.0,0.0,26.904908718075603,0.03181445981159886,4.035334158328731e-14,0.9249825982473614,1.8499651964947224,4.89804275569922e-16,0.0027881376445293427
