Iteration,NN_Experiment_RMSE,NN_Experiment_RMSE_MB_Cc,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_RMSE_MB_Cc,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
30,0.01542425689164967,,0.14567866168078397,0.14540189727404879,0.0029875198907255533,,5.828670879282072e-16,4.147967682163348e-05
31,0.005741458722297355,,0.04314196823337918,0.04318374111613846,0.006835321085345252,,6.06657581313032e-16,9.943866447356377e-05
32,0.011269788779993574,,0.13131362493436766,0.1308221409360844,0.00507784377997377,,5.907972523898154e-16,0.00011002635109562398
33,0.00700261029592954,,0.07463655157217429,0.07458384588031458,0.0037681190131117538,,6.06657581313032e-16,6.923239599620153e-05
34,0.004650104847478609,,0.035024506680258236,0.03495484860793022,0.005429091280983571,,6.70098897005898e-16,0.00013317584231583738
35,0.004880249060989253,,0.043899166622571956,0.04385846036049843,0.0016920797571607154,,5.74936923466599e-16,2.3195127240474766e-05
36,0.010914087660506862,,0.07357149596568044,0.07350860261830894,0.004409327985782153,,6.344131569286609e-16,0.0001291575384586217
37,0.008349627010668539,,0.05500557001323299,0.05494061406360949,0.007235614374276462,,4.639146210040833e-16,0.00010586184983027337
38,0.005761894961904412,,0.0470522346449314,0.04700382837036603,0.008110505377802554,,6.542385680826815e-16,0.0001737627534866361
39,0.006781895645068215,,0.040645419300866875,0.040582086430236114,0.003289148049533521,,6.819941436983104e-16,8.140517441179024e-05
40,0.006219837712410711,,0.041581845805986964,0.04141668349640869,0.008471430161738765,,6.899243081599187e-16,0.00013883125730750366
41,0.014783150474542617,,0.14496267414776487,0.14428701819030842,0.006968170737613757,,7.176798837755476e-16,0.00013191400013391554
42,0.0031002000058243727,,0.013600108184847443,0.013588191205277062,0.007749157900121881,,6.264829924670526e-16,7.811955596415517e-05
43,0.011727543875629352,,0.140398290225822,0.1401412364484507,0.002641202005167371,,6.145877457746402e-16,4.333684826447649e-05
44,0.015817300264691955,,0.14985306253178438,0.14926234005989533,0.008055281889863562,,5.630416767741865e-16,0.0003434875828570468
45,0.01022467121397061,,0.04629633493971276,0.04616046053069402,0.010025523550086428,,5.035654433121246e-16,0.00019529623361521503
46,0.015358855349922413,,0.16169750882078088,0.16102858811944556,0.005087766486398871,,5.907972523898154e-16,9.18840896599178e-05
47,0.015428129226154406,,0.1286606013403752,0.12837179497933526,0.005449218280596869,,6.899243081599187e-16,0.00016872380804228246
48,0.008837482551636931,,0.04735552307037816,0.047110464712955956,0.0054483848239799525,,4.996003610813204e-16,9.744147457669807e-05
49,0.0031727260654678792,,0.02315198123593559,0.02309907553243142,0.00707214732114067,,8.485275973920839e-16,7.296349171528188e-05
50,0.01627607602048157,,0.16438314809884663,0.1636816444856913,0.002985164699930579,,8.128418573148467e-16,4.441399354597277e-05
