model,model_id,run,mu_rxn,mu_mb,n_points,final_train_loss,final_val_loss,final_train_violation,final_val_violation,inference_rmse,inference_violation,inference_violation_rxn,inference_violation_mb
KKThPINN,KKThPINN_n150_seg30_2constraints,27,0.0,0.0,150,2.839220025990856e-05,3.0101895593585494e-05,3.338421796991731e-05,2.0316485166036696e-05,0.00556803404950398,3.3192679612861366e-05,6.638535922543527e-05,2.874684617332995e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,28,0.0,0.0,150,5.46302820824767e-06,8.519520193208378e-06,5.979355788042207e-05,2.965325870100657e-05,0.002568826211788464,4.8504530525453485e-05,9.700906105062891e-05,2.7805139143513964e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,29,0.0,0.0,150,6.184365843886385e-06,7.690495823315647e-06,5.7671195755144954e-05,3.144785596384239e-05,0.0025924097715368465,4.197651645567001e-05,8.39530329110813e-05,2.587216155599695e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,30,0.0,0.0,150,5.4722792874569184e-05,5.14070500427046e-05,0.00014112946433838118,0.0001500093889509048,0.007381544629914298,0.00012165038502600332,0.0002433007700517048,3.0184188481996443e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,31,0.0,0.0,150,1.295326588872401e-05,1.2529174123443652e-05,6.92551282620614e-05,6.602309746873212e-05,0.003168890234415222,6.385585478286708e-05,0.00012771170956547343,2.6070415667537157e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,32,0.0,0.0,150,1.544547406013656e-05,1.7211754863875602e-05,3.03601079781454e-05,2.900927001108143e-05,0.003928923855411058,2.6740031496668417e-05,5.348006299304391e-05,2.9292044980065515e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,33,0.0,0.0,150,8.753667541676715e-06,1.1688790834188485e-05,3.5513837759861114e-05,2.4147130314765832e-05,0.0033233431527534274,2.9000662362086318e-05,5.800132472391937e-05,2.5326962749261384e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,34,0.0,0.0,150,9.534628057354288e-06,1.2988574410339269e-05,4.593178112870452e-05,1.9167541665040446e-05,0.003191339276461855,2.6251739944482622e-05,5.250347988866092e-05,3.0432006121421704e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,35,0.0,0.0,150,3.7005150218613335e-05,3.1277363326515594e-05,6.336932861705687e-05,6.186058958628147e-05,0.006201249214291473,5.8506841153028515e-05,0.00011701368230577155,2.8548592061789737e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,36,0.0,0.0,150,1.6186742690192542e-05,1.8678639734492973e-05,2.8828363351167743e-05,1.6146888852898644e-05,0.004362998789126806,2.221633917318334e-05,4.443267834609755e-05,2.6912995641583035e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,37,0.0,0.0,150,2.2421386301784988e-05,2.179387504755784e-05,3.7322704711549585e-05,3.37505502273382e-05,0.004435367152559502,3.004325556659089e-05,6.008651113290868e-05,2.730950386466345e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,38,0.0,0.0,150,3.2571644040667765e-05,3.1378664582432106e-05,7.42016228718245e-05,6.696147948296083e-05,0.006101234240438134,6.288781496889452e-05,0.00012577562993741035,3.7866535304179445e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,39,0.0,0.0,150,1.562389264471342e-05,1.8628874245785813e-05,3.5892785151249905e-05,1.8723690186532184e-05,0.0036658607723678545,3.438246923553184e-05,6.876493847076136e-05,3.0233752009881494e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,40,0.0,0.0,150,2.793746506919351e-05,2.8957896073724418e-05,4.515355795137038e-05,3.1566999486540396e-05,0.0050251916918255405,3.309780483572316e-05,6.619560967112414e-05,3.221629312528356e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,41,0.0,0.0,150,5.197199788584692e-05,4.798185315502537e-05,0.0001215084134786052,0.0001379958437160017,0.007322608984841508,0.00010947005665179799,0.00021894011330330008,2.958942614737582e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,42,0.0,0.0,150,3.166850522637521e-05,3.081088945503087e-05,0.00010392600533753968,0.0001093251399384962,0.005865574315036801,9.228157437795379e-05,0.0001845631487556434,2.641736036273252e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,43,0.0,0.0,150,2.7560586831977177e-05,2.7205883694927656e-05,5.916873187381128e-05,6.308316796525257e-05,0.004655239492146951,4.418500335768011e-05,8.837000671510893e-05,2.512870863772118e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,44,0.0,0.0,150,2.0578997239514442e-05,1.929795864531047e-05,8.639264793224797e-05,7.51516290621922e-05,0.004655702153641098,7.515123942917638e-05,0.00015030247885806727,2.8548592061789737e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,45,0.0,0.0,150,1.5701269245167835e-05,1.644129778995025e-05,3.2331491736829525e-05,2.0630472072504254e-05,0.0036340371295571212,2.547957297764958e-05,5.0959145955019126e-05,2.8003393255054174e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,46,0.0,0.0,150,9.268094480469884e-06,1.155801850059057e-05,2.9535995986244265e-05,1.6252557785471165e-05,0.0031081629089963147,2.3434870961401714e-05,4.6869741922495636e-05,3.0778950816617066e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,47,0.0,0.0,150,1.2500886318667114e-05,1.4398506566551591e-05,2.735097025864108e-05,1.5217584230945774e-05,0.00376976770999111,1.494395743642196e-05,2.988791487256785e-05,2.760688503197376e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,48,0.0,0.0,150,3.202982167745359e-05,3.135790997309277e-05,5.4729179890031816e-05,4.017339586998634e-05,0.0060541641348159465,4.348463586412662e-05,8.696927172793404e-05,3.191891195797325e-16
KKThPINN,KKThPINN_n150_seg30_2constraints,49,0.0,0.0,150,1.2959354666699456e-05,1.6854304854972888e-05,3.0375072003623976e-05,1.990001451793549e-05,0.003983229037307902,2.4894585026265038e-05,4.97891700522317e-05,2.983724378680108e-16
