mode,mu_rxn,mu_mb,label_value,repeats,rmse_mean,rmse_std,violation_mean,violation_std,violation_rxn_mean,violation_rxn_std,violation_mb_mean,violation_mb_std
mb_only,0.0,10.0,10.0,10,0.11122842886345577,0.028620936303801827,0.164054577150126,0.10253673257720558,0.32536593616389875,0.20551261410616792,0.00274321813635339,0.0008657014428184496
rxn_only,0.0,0.0,0.0,10,0.009510515423140149,0.004255623547143176,0.0450607930311134,0.023731305666770997,0.08564086616576941,0.04742148191261401,0.0044807198964574,0.004288013799187952
rxn_only,0.0001,0.0,0.0001,10,0.01122016722990202,0.004022024593632796,0.05271154941244614,0.022006044060416827,0.1002723367379325,0.043580291525772856,0.0051507620869598,0.0032007408858528287
rxn_only,0.001,0.0,0.001,10,0.012164961213302319,0.004162873290234619,0.056742173178543354,0.024252314633708822,0.10921902988399472,0.047989315704453285,0.00426531647309199,0.0026459328871261075
rxn_only,0.01,0.0,0.01,10,0.010812399747723519,0.003120840617229869,0.035257883232297026,0.021673963463986864,0.06142688178403912,0.04514194104929834,0.00908888468055491,0.0049751987245502905
rxn_only,0.05,0.0,0.05,10,0.01052369234322256,0.005345994261789452,0.019336892330210458,0.010557569750090897,0.02602154394863948,0.016243206865803276,0.01265224071178142,0.007162298632710848
rxn_only,0.1,0.0,0.1,10,0.01004163046515299,0.0044356146415214445,0.01432377334666268,0.007218168742153183,0.01573960821132816,0.0065991507261994545,0.012907938481997169,0.011686802375413823
rxn_only,0.2,0.0,0.2,10,0.01029307616558192,0.0028789749866591965,0.012537775037439719,0.0041466997103949315,0.012164108648094321,0.00427935090191097,0.01291144142678513,0.008013415679684178
rxn_only,0.5,0.0,0.5,10,0.01395455218208828,0.006615995251862831,0.01217414673044492,0.005587328203047406,0.009243432438788978,0.004824316530957476,0.01510486102210086,0.007649509229614704
rxn_only,1.0,0.0,1.0,10,0.02393372262365375,0.010202860572357768,0.01846820604280176,0.004950727055972758,0.0115634252490932,0.004223187063845337,0.025372986836510292,0.009767772061099366
rxn_only,2.0,0.0,2.0,10,0.03682147124039529,0.024659391349550495,0.02457413241055751,0.014032823580880484,0.008639460946412481,0.006285572548847348,0.040508803874702536,0.025265845675796844
rxn_only,5.0,0.0,5.0,10,0.1516516335557511,0.20315863804333234,0.1591006176427323,0.32020792311681456,0.0078259956373169,0.005080648535834482,0.3103752396481476,0.6359360016318039
rxn_only,10.0,0.0,10.0,10,0.08826202715367375,0.02519763528914686,0.04285910111560124,0.02353045483386331,0.0033611829740404,0.0009530003201557207,0.08235701925716209,0.04742288194886902
scale_both,0.01,1.0,1.0,3,0.03347978881833676,0.01559761945014703,0.07197612791480523,0.009667356028274846,0.14037722926452892,0.02110983522588463,0.003575026565081567,0.0025320811919295593
scale_both,0.02,0.01,0.1,3,0.008312892136259633,0.004723643859207723,0.0239362245665095,0.014864739478925089,0.038516823028968396,0.026837428266274183,0.0093556261040506,0.005455225875247061
scale_both,0.02,0.02,0.1,6,0.014086206482668734,0.001402671470045954,0.044429285891750166,0.006278790887318743,0.07548013238041613,0.015924323501476226,0.013378439403084233,0.0037619593303689115
scale_both,0.05,0.01,0.1,3,0.0062651356698636,0.000789390119382739,0.011408640165096967,0.0027387650607411077,0.0136589456376338,0.00566087296828091,0.009158334692560133,0.003908759695418643
scale_both,0.1,0.01,1.0,3,0.0139540467967761,0.0027501227765797456,0.019989027223540966,0.00509842764234774,0.024203914254201767,0.00976503993775915,0.0157741401928802,0.0009126804017427679
scale_both,0.1,0.05,0.5,3,0.010925917173240665,0.0027582829865007517,0.011819693724241333,0.0019165546413829242,0.014820998596633333,0.004926086726086793,0.008818388851849332,0.002855459294688837
scale_both,0.1,0.1,0.5,3,0.009478493703879667,0.001058536986723751,0.010416810250094768,0.003845443516202379,0.012549515011472766,0.0037234243992664826,0.0082841054887167,0.004294365916366973
scale_both,0.1,0.1,1.0,7,0.014721745089083528,0.0045339063929629424,0.019018084048296857,0.006635275323416057,0.023063243684083874,0.013030331144877417,0.014972924412509829,0.004129395816023465
scale_both,0.1,0.2,1.0,3,0.024846733238504465,0.010801842092852062,0.0407065723283763,0.022866950763412774,0.0743086334978372,0.04791687948915654,0.0071045111589154,0.0021868120706697632
scale_both,0.1,0.5,1.0,3,0.03196523072127257,0.017844328635008296,0.03182550786102163,0.0032827629280816747,0.054395202030299135,0.008657279582470171,0.009255813691744101,0.005310341890676565
scale_both,0.1,1.0,1.0,3,0.03512745408407897,0.01568248844296116,0.02624652167549363,0.010564455467434787,0.047618626072017535,0.020364943417884158,0.0048744172789697005,0.0018249449504805818
scale_both,0.2,0.1,1.0,3,0.0114254011414954,0.004933320087116517,0.012923136776277468,0.0075767046690068465,0.011366292426822133,0.004550785428405412,0.0144799811257328,0.010732768997338866
scale_both,0.2,0.2,1.0,3,0.0211060734058507,0.005318066750883373,0.021513005966656003,0.003371127303519532,0.025807080324912333,0.009294758749979945,0.017218931608399633,0.009211864378519733
scale_both,0.2,0.5,1.0,3,0.022768208041808933,0.014522519642164762,0.018209129425917833,0.010843773444208575,0.028537013887195234,0.02249761271582379,0.0078812449646405,0.0010607536886733059
scale_both,0.2,1.0,1.0,3,0.018423112850331335,0.00713922070736677,0.0250716368136077,0.0174577991929784,0.03749019010753493,0.025013862634719868,0.012653083519680433,0.0099225626074809
scale_both,0.25,0.05,0.5,3,0.013987020481303666,0.007764592906029073,0.0164120156258642,0.008351547394195158,0.015454829832181766,0.0017334986566964429,0.017369201419546634,0.015280490435838755
scale_both,0.4,0.2,2.0,3,0.016474253482896134,0.004462050203225672,0.012406131601796933,0.0063006698907980135,0.009890502269248232,0.003512293816832796,0.014921760934345699,0.009168716991624838
scale_both,0.4,0.4,2.0,3,0.04192844279550567,0.012342110473742961,0.0236160145801889,0.007107677895362494,0.034568644786338934,0.019267149987133317,0.012663384374038833,0.005965941775574022
scale_both,0.5,0.01,1.0,3,0.018664843046498333,0.014516934340487161,0.012948816075881567,0.007339467020070748,0.011453793336316166,0.008738967017956333,0.014443838815446967,0.012028026111561238
scale_both,0.5,0.1,1.0,3,0.015832637439300967,0.0019642666298290276,0.019391659073388,0.0032548425363469707,0.0121253942852948,0.0010921482775709294,0.026657923861481202,0.00689722874563454
scale_both,0.5,0.2,1.0,3,0.021790032687977568,0.007827453977061787,0.011228954153536698,0.0006905192688044586,0.013499760578509367,0.007453656529677606,0.008958147728564068,0.006389781749094124
scale_both,0.5,0.5,1.0,3,0.044426444562768334,0.007240987052990059,0.0237982647514647,0.008461588663917125,0.036554755060827934,0.014469996248430591,0.011041774442101401,0.004605248802130765
scale_both,0.5,1.0,1.0,3,0.06020364205591844,0.036161487137242494,0.010620674338972867,0.003840553005438442,0.014002933594323702,0.008474080176144837,0.0072384150836220665,0.002005622798553588
scale_both,1.0,0.1,1.0,3,0.04310866965218816,0.017392752702929906,0.017614981090616665,0.0033895427095363305,0.013736773159306534,0.007528454494915324,0.021493189021926734,0.0066354596899535195
scale_both,1.0,0.2,2.0,3,0.04168992922209173,0.02019565867034177,0.016097857229122468,0.006198731754820796,0.018508888650640168,0.011430641343589846,0.0136868258076048,0.005090170005345964
scale_both,1.0,0.5,5.0,3,0.022539865297137765,0.0019716335635055677,0.0130137745632398,0.0011578535214750133,0.0158843585502241,0.0028884125292509928,0.0101431905762555,0.000961749634837142
scale_both,1.0,1.0,5.0,3,0.05837696731135847,0.035370707601357014,0.010601558658585733,0.003065668755842063,0.0161158279124142,0.005299318154586715,0.005087289404757233,0.001367329603920014
scale_both,2.5,0.5,5.0,3,0.06453335910552993,0.019297888741535596,0.0099247255893223,0.0045094275931967034,0.012420293183165967,0.006808759915749583,0.0074291579954786,0.002665177699050847
