mode,mu_rxn,mu_mb,label_value,run,model_id,rmse_total,violation,violation_rxn,violation_mb
rxn_only,0.0001,0.0,0.0001,4,PINN_rxn0p0001_mb0p0,0.015606581358315,0.0721587109170466,0.1386689240722979,0.0056484977617953
rxn_only,0.0001,0.0,0.0001,5,PINN_rxn0p0001_mb0p0,0.0132011874223421,0.0594659241878075,0.1141446223930587,0.0047872259825564
rxn_only,0.0001,0.0,0.0001,6,PINN_rxn0p0001_mb0p0,0.0057132693608585,0.0204993608497271,0.0401002334403156,0.0008984882591385
rxn_only,0.0001,0.0,0.0001,7,PINN_rxn0p0001_mb0p0,0.0137229865142077,0.0600990485681142,0.1180253970676612,0.0021727000685671
rxn_only,0.0001,0.0,0.0001,8,PINN_rxn0p0001_mb0p0,0.003515440372476,0.0101619013255236,0.0154280837909016,0.0048957188601457
rxn_only,0.0001,0.0,0.0001,9,PINN_rxn0p0001_mb0p0,0.0110928470505521,0.0624586513202892,0.1139430317446699,0.0109742708959086
rxn_only,0.001,0.0,0.001,0,PINN_rxn0p001_mb0p0,0.005246527611898,0.0216673091616483,0.0407613663404841,0.0025732519828125
rxn_only,0.001,0.0,0.001,1,PINN_rxn0p001_mb0p0,0.0075818272069124,0.0280390795819489,0.0503239989321147,0.0057541602317831
rxn_only,0.001,0.0,0.001,2,PINN_rxn0p001_mb0p0,0.0163729165846477,0.0824460640881441,0.1635674252870328,0.0013247028892553
rxn_only,0.001,0.0,0.001,3,PINN_rxn0p001_mb0p0,0.0110586224823712,0.0571409530557299,0.1073293171276064,0.0069525889838535
rxn_only,0.001,0.0,0.001,4,PINN_rxn0p001_mb0p0,0.0151745478860821,0.0774451762387583,0.1530950406356599,0.0017953118418567
rxn_only,0.001,0.0,0.001,5,PINN_rxn0p001_mb0p0,0.0154880241506493,0.0714914820442701,0.1344469876752702,0.0085359764132699
rxn_only,0.001,0.0,0.001,6,PINN_rxn0p001_mb0p0,0.0133192576123547,0.0572380529636912,0.1107278079173319,0.0037482980100504
rxn_only,0.001,0.0,0.001,7,PINN_rxn0p001_mb0p0,0.0070056930332586,0.0216273252402759,0.0423861916976732,0.0008684587828787
rxn_only,0.001,0.0,0.001,8,PINN_rxn0p001_mb0p0,0.0161170272482776,0.0719622924345637,0.1395173921462168,0.0044071927229107
rxn_only,0.001,0.0,0.001,9,PINN_rxn0p001_mb0p0,0.0142851683165716,0.0783639969764032,0.1500347710805573,0.0066932228722491
rxn_only,0.01,0.0,0.01,0,PINN_rxn0p01_mb0p0,0.008632434523998,0.0252546465258326,0.040445883058638,0.0100634099930272
rxn_only,0.01,0.0,0.01,1,PINN_rxn0p01_mb0p0,0.0085409852869206,0.0208371266815656,0.0272807872675794,0.0143934660955518
rxn_only,0.01,0.0,0.01,2,PINN_rxn0p01_mb0p0,0.0114956854203116,0.052718047069574,0.0974132076046132,0.0080228865345349
rxn_only,0.01,0.0,0.01,3,PINN_rxn0p01_mb0p0,0.014922004499539,0.0674860364573466,0.1258976435332784,0.0090744293814147
rxn_only,0.01,0.0,0.01,4,PINN_rxn0p01_mb0p0,0.0096496397214479,0.0338580191841801,0.0650531562914085,0.0026628820769516
rxn_only,0.01,0.0,0.01,5,PINN_rxn0p01_mb0p0,0.0110073681417846,0.0263099697294627,0.0333576325063426,0.0192623069525828
rxn_only,0.01,0.0,0.01,6,PINN_rxn0p01_mb0p0,0.0096098598812018,0.0166375361221735,0.0219996316633547,0.0112754405809922
rxn_only,0.01,0.0,0.01,7,PINN_rxn0p01_mb0p0,0.0174554329317734,0.074040133281864,0.1437442078878577,0.0043360586758703
rxn_only,0.01,0.0,0.01,8,PINN_rxn0p01_mb0p0,0.0074473852248798,0.0139597848154126,0.021887879064256,0.0060316905665692
rxn_only,0.01,0.0,0.01,9,PINN_rxn0p01_mb0p0,0.0093632018453785,0.0214775324555586,0.0371887889630628,0.0057662759480544
rxn_only,0.05,0.0,0.05,0,PINN_rxn0p05_mb0p0,0.0086129610470653,0.0155142785035776,0.015278468487805,0.0157500885193501
rxn_only,0.05,0.0,0.05,1,PINN_rxn0p05_mb0p0,0.0067993567703313,0.0135089056618831,0.0167633952329911,0.0102544160907751
rxn_only,0.05,0.0,0.05,2,PINN_rxn0p05_mb0p0,0.0206982325202178,0.0378603880820842,0.0480282400368874,0.027692536127281
rxn_only,0.05,0.0,0.05,3,PINN_rxn0p05_mb0p0,0.0063685794491419,0.0139913005325273,0.0254862464042431,0.0024963546608116
rxn_only,0.05,0.0,0.05,4,PINN_rxn0p05_mb0p0,0.0093174125396139,0.0135476379962441,0.0223418300803644,0.0047534459121237
rxn_only,0.05,0.0,0.05,5,PINN_rxn0p05_mb0p0,0.0096558335853213,0.0148371689154376,0.0171385821646744,0.0125357556662008
rxn_only,0.05,0.0,0.05,6,PINN_rxn0p05_mb0p0,0.0101945783822819,0.0152005384917108,0.0160939082958342,0.0143071686875874
rxn_only,0.05,0.0,0.05,7,PINN_rxn0p05_mb0p0,0.0070838705660078,0.0136841858776707,0.0157326677261057,0.0116357040292357
rxn_only,0.05,0.0,0.05,8,PINN_rxn0p05_mb0p0,0.0065500151592416,0.0145145773408814,0.0204407692842054,0.0085883853975574
rxn_only,0.05,0.0,0.05,9,PINN_rxn0p05_mb0p0,0.0199560834130028,0.0407099419000878,0.0629113317732841,0.0185085520268914
rxn_only,0.1,0.0,0.1,0,PINN_rxn0p1_mb0p0,0.0063860156401649,0.0076261604257934,0.0116595682905322,0.0035927525610545
rxn_only,0.1,0.0,0.1,1,PINN_rxn0p1_mb0p0,0.0057206003805546,0.0099286314144557,0.0159708809616328,0.0038863818672786
rxn_only,0.1,0.0,0.1,2,PINN_rxn0p1_mb0p0,0.0143591840478733,0.022438496866283,0.0147124510103503,0.0301645427222156
rxn_only,0.1,0.0,0.1,3,PINN_rxn0p1_mb0p0,0.0088141799476358,0.0152204162986359,0.0122671777015383,0.0181736548957335
rxn_only,0.1,0.0,0.1,4,PINN_rxn0p1_mb0p0,0.0074818490614576,0.0139424118764392,0.0227160271452454,0.005168796607633
rxn_only,0.1,0.0,0.1,5,PINN_rxn0p1_mb0p0,0.0189100486010011,0.0297998175309891,0.0240460619342038,0.0355535731277745
rxn_only,0.1,0.0,0.1,6,PINN_rxn0p1_mb0p0,0.0072934484506058,0.0064700548782699,0.0087950037359597,0.0041451060205801
rxn_only,0.1,0.0,0.1,7,PINN_rxn0p1_mb0p0,0.0145884552603657,0.0158125397579663,0.0269175211719903,0.0047075583439423
rxn_only,0.1,0.0,0.1,8,PINN_rxn0p1_mb0p0,0.0066599127036206,0.0085057382184365,0.0080432274954267,0.0089682489414462
rxn_only,0.1,0.0,0.1,9,PINN_rxn0p1_mb0p0,0.0102026105582505,0.0134934661993578,0.0122681626664021,0.0147187697323134
rxn_only,0.2,0.0,0.2,0,PINN_rxn0p2_mb0p0,0.0058181158800277,0.0088315467025584,0.011401498859649,0.0062615945454678
rxn_only,0.2,0.0,0.2,1,PINN_rxn0p2_mb0p0,0.0073864884992159,0.0075649737371524,0.0079272542685207,0.0072026932057841
rxn_only,0.2,0.0,0.2,2,PINN_rxn0p2_mb0p0,0.0107091071761967,0.0161112259851783,0.0205788014105145,0.0116436505598422
rxn_only,0.2,0.0,0.2,3,PINN_rxn0p2_mb0p0,0.0094073662161423,0.0130072804715325,0.0130755936002611,0.0129389673428038
rxn_only,0.2,0.0,0.2,4,PINN_rxn0p2_mb0p0,0.013670499608335,0.0208232956638388,0.0099225493683496,0.031724041959328
rxn_only,0.2,0.0,0.2,5,PINN_rxn0p2_mb0p0,0.0111561784019333,0.0128013111459777,0.0060343981249123,0.019568224167043
rxn_only,0.2,0.0,0.2,6,PINN_rxn0p2_mb0p0,0.0084497431582488,0.0077672753787434,0.0115762192854274,0.0039583314720595
rxn_only,0.2,0.0,0.2,7,PINN_rxn0p2_mb0p0,0.011591372114649,0.0116480992818604,0.0146698601198526,0.0086263384438682
rxn_only,0.2,0.0,0.2,8,PINN_rxn0p2_mb0p0,0.0092649089505329,0.011231191536019,0.0098244076757482,0.0126379753962898
rxn_only,0.2,0.0,0.2,9,PINN_rxn0p2_mb0p0,0.0154769816505376,0.0155915504715363,0.0166305037677078,0.0145525971753649
rxn_only,0.5,0.0,0.5,0,PINN_rxn0p5_mb0p0,0.0101324320635002,0.0107599582946016,0.0069088618954625,0.0146110546937408
rxn_only,0.5,0.0,0.5,1,PINN_rxn0p5_mb0p0,0.0080365686067983,0.005988867569615,0.0056672720217366,0.0063104631174933
rxn_only,0.5,0.0,0.5,2,PINN_rxn0p5_mb0p0,0.0113946227679764,0.0072687320390952,0.0083645320826942,0.0061729319954962
rxn_only,0.5,0.0,0.5,3,PINN_rxn0p5_mb0p0,0.0151748903671659,0.015762667370049,0.0132621837962691,0.0182631509438289
rxn_only,0.5,0.0,0.5,4,PINN_rxn0p5_mb0p0,0.0086608273624924,0.0087960600069341,0.0059446489573145,0.0116474710565537
rxn_only,0.5,0.0,0.5,5,PINN_rxn0p5_mb0p0,0.0096019880494916,0.0046136673014212,0.0038333454122842,0.0053939891905581
rxn_only,0.5,0.0,0.5,6,PINN_rxn0p5_mb0p0,0.0257080299290153,0.0173266801747455,0.0173888076967892,0.0172645526527019
rxn_only,0.5,0.0,0.5,7,PINN_rxn0p5_mb0p0,0.0111192200821744,0.0134351547075025,0.0066687481020543,0.0202015613129507
rxn_only,0.5,0.0,0.5,8,PINN_rxn0p5_mb0p0,0.0259167192605153,0.0217861590057814,0.0168733581671497,0.0266989598444131
rxn_only,0.5,0.0,0.5,9,PINN_rxn0p5_mb0p0,0.013800223331753,0.0160035208347037,0.0075225662561355,0.0244844754132719
rxn_only,1.0,0.0,1.0,0,PINN_rxn1p0_mb0p0,0.024824767264476,0.0167557429623443,0.011986228826354,0.0215252570983345
rxn_only,1.0,0.0,1.0,1,PINN_rxn1p0_mb0p0,0.0389253574611736,0.0266070512773994,0.0124372942692067,0.0407768082855921
rxn_only,1.0,0.0,1.0,2,PINN_rxn1p0_mb0p0,0.0159752325268354,0.0147650152211106,0.0057384001798052,0.023791630262416
rxn_only,1.0,0.0,1.0,3,PINN_rxn1p0_mb0p0,0.0232123721620106,0.0198984141475307,0.0177720784500409,0.0220247498450206
rxn_only,1.0,0.0,1.0,4,PINN_rxn1p0_mb0p0,0.0318640586363394,0.0165041715663003,0.0097717797286693,0.0232365634039313
rxn_only,1.0,0.0,1.0,5,PINN_rxn1p0_mb0p0,0.0140833186956719,0.0116167143400184,0.0107531428651695,0.0124802858148673
rxn_only,1.0,0.0,1.0,6,PINN_rxn1p0_mb0p0,0.0413537231652615,0.0182941964152331,0.0190999188821064,0.0174884739483597
rxn_only,1.0,0.0,1.0,7,PINN_rxn1p0_mb0p0,0.0153443996476786,0.0146643351492648,0.0101928044955368,0.0191358658029928
rxn_only,1.0,0.0,1.0,8,PINN_rxn1p0_mb0p0,0.0191938925767228,0.0268520680963853,0.0112653219734831,0.0424388142192874
rxn_only,1.0,0.0,1.0,9,PINN_rxn1p0_mb0p0,0.0145601041003677,0.0187243512524307,0.0066172828205601,0.0308314196843012
rxn_only,2.0,0.0,2.0,0,PINN_rxn2p0_mb0p0,0.0555407082582438,0.0207601246559208,0.0113375763033689,0.0301826730084727
rxn_only,2.0,0.0,2.0,1,PINN_rxn2p0_mb0p0,0.0832499129378744,0.0391261645219519,0.0244003445816855,0.0538519844622182
rxn_only,2.0,0.0,2.0,2,PINN_rxn2p0_mb0p0,0.0172776890681303,0.0175946784018183,0.0055594618140303,0.0296298949896062
rxn_only,2.0,0.0,2.0,3,PINN_rxn2p0_mb0p0,0.0698832293106485,0.050696576399859,0.0125199097198036,0.0888732430799145
rxn_only,2.0,0.0,2.0,4,PINN_rxn2p0_mb0p0,0.0116775852770185,0.0101416395110743,0.0040365494728095,0.0162467295493392
rxn_only,2.0,0.0,2.0,5,PINN_rxn2p0_mb0p0,0.03011192441843,0.0165998873158213,0.0067758564439423,0.0264239181877003
rxn_only,2.0,0.0,2.0,6,PINN_rxn2p0_mb0p0,0.0135888846389529,0.0105973907720356,0.0039201279213224,0.0172746536227488
rxn_only,2.0,0.0,2.0,7,PINN_rxn2p0_mb0p0,0.021798482915084,0.0237430339746208,0.0066395679289085,0.040846500020333
rxn_only,2.0,0.0,2.0,8,PINN_rxn2p0_mb0p0,0.0300495005727967,0.0155905775051157,0.0073302933079334,0.023850861702298
rxn_only,2.0,0.0,2.0,9,PINN_rxn2p0_mb0p0,0.0350367950067738,0.0408912510473574,0.0038749219703204,0.0779075801243945
rxn_only,5.0,0.0,5.0,0,PINN_rxn5p0_mb0p0,0.0508254590511324,0.0106816314860587,0.0048544494481973,0.0165088135239201
rxn_only,5.0,0.0,5.0,1,PINN_rxn5p0_mb0p0,0.7245773500364923,1.0554077751187545,0.0205730634807338,2.0902424867567744
rxn_only,5.0,0.0,5.0,2,PINN_rxn5p0_mb0p0,0.0909005313142511,0.100675219937537,0.0095111431077355,0.1918392967673384
rxn_only,5.0,0.0,5.0,3,PINN_rxn5p0_mb0p0,0.1438734115903405,0.1730169502595395,0.0069070438840244,0.3391268566350547
rxn_only,5.0,0.0,5.0,4,PINN_rxn5p0_mb0p0,0.0679892622957905,0.0198616584045556,0.0099448376756554,0.0297784791334559
rxn_only,5.0,0.0,5.0,5,PINN_rxn5p0_mb0p0,0.1063691936454535,0.0255201382510767,0.0017266862959068,0.0493135902062466
rxn_only,5.0,0.0,5.0,6,PINN_rxn5p0_mb0p0,0.0666539884014741,0.0315718069157986,0.0052330666741773,0.0579105471574198
rxn_only,5.0,0.0,5.0,7,PINN_rxn5p0_mb0p0,0.082581932385771,0.0210723982758917,0.0055778253023496,0.0365669712494338
rxn_only,5.0,0.0,5.0,8,PINN_rxn5p0_mb0p0,0.0691503094916035,0.0148070481913043,0.0080537645417567,0.0215603318408519
rxn_only,5.0,0.0,5.0,9,PINN_rxn5p0_mb0p0,0.113594897345202,0.1383915495868064,0.0058780759626322,0.2709050232109807
rxn_only,10.0,0.0,10.0,0,PINN_rxn10p0_mb0p0,0.0476566264203377,0.028086904649411,0.004559931997358,0.0516138773014639
rxn_only,10.0,0.0,10.0,1,PINN_rxn10p0_mb0p0,0.0971028698300103,0.0389358728040994,0.0045613119673527,0.0733104336408462
rxn_only,10.0,0.0,10.0,2,PINN_rxn10p0_mb0p0,0.0712242046038967,0.0379781599790684,0.0037584358300312,0.0721978841281055
rxn_only,10.0,0.0,10.0,3,PINN_rxn10p0_mb0p0,0.0849988804429122,0.0955807235205976,0.0030517266834933,0.1881097203577019
rxn_only,10.0,0.0,10.0,4,PINN_rxn10p0_mb0p0,0.0761279305347041,0.0195112677012549,0.0033007769755688,0.0357217584269411
rxn_only,10.0,0.0,10.0,5,PINN_rxn10p0_mb0p0,0.0846339678021455,0.0184321156375031,0.00281532865862,0.0340489026163861
rxn_only,10.0,0.0,10.0,6,PINN_rxn10p0_mb0p0,0.0650695757401343,0.0510639818684144,0.003199282369812,0.0989286813670169
rxn_only,10.0,0.0,10.0,7,PINN_rxn10p0_mb0p0,0.1149895992737499,0.0510374468859345,0.0016169967123078,0.1004578970595612
rxn_only,10.0,0.0,10.0,8,PINN_rxn10p0_mb0p0,0.1102354525332355,0.0622526113223927,0.0024595052592629,0.1220457173855225
rxn_only,10.0,0.0,10.0,9,PINN_rxn10p0_mb0p0,0.1305811643556113,0.0257119267873364,0.0042885332865973,0.0471353202880756
mb_only,0.0,0.0,0.0,0,PINN_rxn0p0_mb0p0,0.0092857895768006,0.0391280641528762,0.0681599771067862,0.0100961511989661
mb_only,0.0,0.0,0.0,1,PINN_rxn0p0_mb0p0,0.0154096077671299,0.0722244187389902,0.1409924784500148,0.0034563590279656
mb_only,0.0,0.0,0.0,2,PINN_rxn0p0_mb0p0,0.0050971986926539,0.0147804512788448,0.0265151412207122,0.0030457613369773
mb_only,0.0,0.0,0.0,3,PINN_rxn0p0_mb0p0,0.0040535073219867,0.0117884240044463,0.0198737845777739,0.0037030634311187
mb_only,0.0,0.0,0.0,4,PINN_rxn0p0_mb0p0,0.013342708260621,0.0666191023022696,0.1273080598944461,0.0059301447100931
mb_only,0.0,0.0,0.0,5,PINN_rxn0p0_mb0p0,0.0028163718811665,0.0099710033278623,0.0178017331059893,0.0021402735497354
mb_only,0.0,0.0,0.0,6,PINN_rxn0p0_mb0p0,0.0164456846379012,0.0846624281956633,0.1680457746920854,0.0012790816992413
mb_only,0.0,0.0,0.0,7,PINN_rxn0p0_mb0p0,0.0063082198838502,0.0308611286743655,0.0575339836755837,0.0041882736731473
mb_only,0.0,0.0,0.0,8,PINN_rxn0p0_mb0p0,0.0144497574667181,0.0769474659179672,0.1501167825303312,0.0037781493056032
mb_only,0.0,0.0,0.0,9,PINN_rxn0p0_mb0p0,0.0137031114142934,0.049722891227853,0.082188301242786,0.0172574812129199
mb_only,0.0,0.0001,0.0001,0,PINN_rxn0p0_mb0p0001,0.0097242127682014,0.0351958838764947,0.0688345130420604,0.001557254710929
mb_only,0.0,0.0001,0.0001,1,PINN_rxn0p0_mb0p0001,0.014715571945335,0.0686790442414895,0.1343880661207413,0.0029700223622377
mb_only,0.0,0.0001,0.0001,2,PINN_rxn0p0_mb0p0001,0.0080674423279814,0.0348704720778471,0.0647309671277622,0.0050099770279319
mb_only,0.0,0.0001,0.0001,3,PINN_rxn0p0_mb0p0001,0.0112604394193015,0.0482223196936958,0.0876594654842471,0.0087851739031444
mb_only,0.0,0.0001,0.0001,4,PINN_rxn0p0_mb0p0001,0.0128022071305305,0.0506149333895762,0.091097505674306,0.0101323611048464
mb_only,0.0,0.0001,0.0001,5,PINN_rxn0p0_mb0p0001,0.0162905774839147,0.0830391514868821,0.165145246830702,0.0009330561430621
mb_only,0.0,0.0001,0.0001,6,PINN_rxn0p0_mb0p0001,0.0053919516839146,0.0178594417046794,0.0338781499618335,0.0018407334475252
mb_only,0.0,0.0001,0.0001,7,PINN_rxn0p0_mb0p0001,0.0143683066022956,0.0667927021506447,0.1277784268564065,0.0058069774448828
mb_only,0.0,0.0001,0.0001,8,PINN_rxn0p0_mb0p0001,0.0170138368367882,0.0794365176611121,0.1545514733700123,0.0043215619522118
mb_only,0.0,0.0001,0.0001,9,PINN_rxn0p0_mb0p0001,0.013934691708419,0.0682642652741193,0.1325229712821433,0.0040055592660953
mb_only,0.0,0.001,0.001,0,PINN_rxn0p0_mb0p001,0.0026241809276355,0.0111562697036412,0.0187283735421042,0.0035841658651783
mb_only,0.0,0.001,0.001,1,PINN_rxn0p0_mb0p001,0.0103264409781374,0.0572158423234541,0.1039235667367956,0.0105081179101126
mb_only,0.0,0.001,0.001,2,PINN_rxn0p0_mb0p001,0.0121758917319442,0.0442689790527855,0.0781772552512809,0.0103607028542901
mb_only,0.0,0.001,0.001,3,PINN_rxn0p0_mb0p001,0.0074762461222288,0.0281886834962558,0.0451585141149334,0.0112188528775781
mb_only,0.0,0.001,0.001,4,PINN_rxn0p0_mb0p001,0.0098464533207183,0.03927864443085,0.0691478540710951,0.0094094347906049
mb_only,0.0,0.001,0.001,5,PINN_rxn0p0_mb0p001,0.0148149253281903,0.0723117966941185,0.1391188807893616,0.0055047125988754
mb_only,0.0,0.001,0.001,6,PINN_rxn0p0_mb0p001,0.014615148629401,0.0719161588574519,0.1334195290854333,0.0104127886294704
mb_only,0.0,0.001,0.001,7,PINN_rxn0p0_mb0p001,0.0078137787151336,0.0367049013979015,0.0704190357027406,0.0029907670930625
mb_only,0.0,0.001,0.001,8,PINN_rxn0p0_mb0p001,0.0156980222652891,0.0775866077636373,0.1503128271522834,0.0048603883749912
mb_only,0.0,0.001,0.001,9,PINN_rxn0p0_mb0p001,0.008149900183634,0.03683532486911,0.0710731711617349,0.0025974785764851
mb_only,0.0,0.01,0.01,0,PINN_rxn0p0_mb0p01,0.0057919611484903,0.0188045364517195,0.0350752601440423,0.0025338127593967
mb_only,0.0,0.01,0.01,1,PINN_rxn0p0_mb0p01,0.0112577053048446,0.0554278873844821,0.104571509540402,0.0062842652285623
mb_only,0.0,0.01,0.01,2,PINN_rxn0p0_mb0p01,0.0049873808238035,0.0190617808121853,0.0356081650647585,0.002515396559612
mb_only,0.0,0.01,0.01,3,PINN_rxn0p0_mb0p01,0.0082714441261911,0.0396265575451171,0.0750856284692005,0.0041674866210337
mb_only,0.0,0.01,0.01,4,PINN_rxn0p0_mb0p01,0.0028201003839705,0.0087693577759323,0.0164229572165892,0.0011157583352754
mb_only,0.0,0.01,0.01,5,PINN_rxn0p0_mb0p01,0.0164260757716728,0.0844781592740802,0.1684168311679285,0.000539487380232
mb_only,0.0,0.01,0.01,6,PINN_rxn0p0_mb0p01,0.0107478838471441,0.04522044171468,0.0861854557659795,0.0042554276633805
mb_only,0.0,0.01,0.01,7,PINN_rxn0p0_mb0p01,0.0129581909415452,0.0654304937161444,0.1288068554065285,0.0020541320257604
mb_only,0.0,0.01,0.01,8,PINN_rxn0p0_mb0p01,0.0092756343681258,0.0295727170655601,0.0501312272923744,0.0090142068387458
mb_only,0.0,0.01,0.01,9,PINN_rxn0p0_mb0p01,0.0064147547895453,0.0262214109374449,0.0484656585488906,0.0039771633259991
mb_only,0.0,0.05,0.05,0,PINN_rxn0p0_mb0p05,0.0137223324472094,0.0688557831412415,0.1345181403544869,0.0031934259279961
mb_only,0.0,0.05,0.05,1,PINN_rxn0p0_mb0p05,0.0126182078462089,0.0642360638879244,0.1249416398371804,0.0035304879386683
mb_only,0.0,0.05,0.05,2,PINN_rxn0p0_mb0p05,0.009167001542779,0.0504390002659438,0.0907441842633845,0.0101338162685032
mb_only,0.0,0.05,0.05,3,PINN_rxn0p0_mb0p05,0.0134338413151338,0.0590326003879031,0.1126082574022172,0.005456943373589
mb_only,0.0,0.05,0.05,4,PINN_rxn0p0_mb0p05,0.0133827902073655,0.0536729123122164,0.101464176702531,0.0058816479219018
mb_only,0.0,0.05,0.05,5,PINN_rxn0p0_mb0p05,0.0060559538052769,0.0151905073297304,0.0288917404187013,0.0014892742407595
mb_only,0.0,0.05,0.05,6,PINN_rxn0p0_mb0p05,0.0089466741841211,0.0367728094523805,0.0699455120072679,0.0036001068974932
mb_only,0.0,0.05,0.05,7,PINN_rxn0p0_mb0p05,0.0159489936067921,0.0841474098990217,0.1623118895405401,0.0059829302575034
mb_only,0.0,0.05,0.05,8,PINN_rxn0p0_mb0p05,0.0059776802349658,0.025134041185043,0.048697000167402,0.0015710822026839
mb_only,0.0,0.05,0.05,9,PINN_rxn0p0_mb0p05,0.0109871256361701,0.0479141693654057,0.0925696422026544,0.0032586965281571
mb_only,0.0,0.1,0.1,0,PINN_rxn0p0_mb0p1,0.011247909437384,0.0434239660507408,0.0843760638680932,0.0024718682333884
mb_only,0.0,0.1,0.1,1,PINN_rxn0p0_mb0p1,0.0159232821762609,0.0800478017042571,0.157629514322962,0.0024660890855523
mb_only,0.0,0.1,0.1,2,PINN_rxn0p0_mb0p1,0.009261651074214,0.0277714484482387,0.0533977365296532,0.0021451603668242
mb_only,0.0,0.1,0.1,3,PINN_rxn0p0_mb0p1,0.0163517110390139,0.0833833594989223,0.1659342599783151,0.0008324590195294
mb_only,0.0,0.1,0.1,4,PINN_rxn0p0_mb0p1,0.0129837532715079,0.0585078287445728,0.1114189164086155,0.0055967410805301
mb_only,0.0,0.1,0.1,5,PINN_rxn0p0_mb0p1,0.0144061529218997,0.0631641595443339,0.1227655309415045,0.0035627881471633
