region_id,A_Cao,B_Ca,B_Cb,B_Cc,b
42,2.148741995664915,-6.305545718818863,-5.087783561982655,0.0,-6.474779197395332
43,2.148741995664915,-6.262011883877063,-5.132040571656363,0.0,-6.499534892349631
44,2.148741995664915,-6.219274658070807,-5.176176543847109,0.0,-6.523965350763755
45,2.148741995664915,-6.177315285584516,-5.220190695022615,0.0,-6.548076242946404
46,2.148741995664915,-6.136115498124214,-5.2640823128314045,0.0,-6.571873142440995
47,2.148741995664915,-6.095657503112994,-5.307850753260059,0.0,-6.595361526514143
48,2.148741995664915,-6.055923972062299,-5.351495437829617,0.0,-6.618546776722617
49,2.148741995664915,-6.016898029074725,-5.395015850890918,0.0,-6.641434179582884
50,2.148741995664915,-5.97856323951219,-5.438411536995031,0.0,-6.664028927322004
51,2.148741995664915,-5.940903598835279,-5.481682098342556,0.0,-6.686336118704479
52,2.148741995664915,-5.903903521622123,-5.5248271923112595,0.0,-6.708360759927737
53,2.148741995664915,-5.867547830773983,-5.567846529061464,0.0,-6.730107765579548
54,2.148741995664915,-5.831821746910375,-5.610739869222146,0.0,-6.7515819596528175
55,2.148741995664915,-5.796710877977974,-5.653507021633692,0.0,-6.772788076600298
56,2.148741995664915,-5.762201209029269,-5.696147841203976,0.0,-6.7937307624523875
57,2.148741995664915,-5.728279092238523,-5.738662226799442,0.0,-6.814414575954263
58,2.148741995664915,-5.694931237109064,-5.781050119227663,0.0,-6.834843989746312
59,2.148741995664915,-5.6621447008930375,-5.8233114992868735,0.0,-6.855023391571718
60,2.148741995664915,-5.629906879221449,-5.865446385884799,0.0,-6.874957085508866
61,2.148741995664915,-5.5982054969448605,-5.907454834225243,0.0,-6.894649293224507
62,2.148741995664915,-5.567028599184747,-5.949336934060868,0.0,-6.914104155244097
63,2.148741995664915,-5.536364542592063,-5.991092808014222,0.0,-6.933325732237446
64,2.148741995664915,-5.5062019868285725,-6.032722609942907,0.0,-6.952318006306345
65,2.148741995664915,-5.476529886228121,-6.074226523403481,0.0,-6.971084882296947
66,2.148741995664915,-5.447337481691326,-6.115604760137296,0.0,-6.989630189099756
67,2.148741995664915,-5.418614292770018,-6.15685755863291,0.0,-7.007957680960578
68,2.148741995664915,-5.39035010995574,-6.197985182740895,0.0,-7.0260710387898575
69,2.148741995664915,-5.362534987166875,-6.238987920343034,0.0,-7.043973871469964
70,2.148741995664915,-5.3351592344315275,-6.279866082074265,0.0,-7.061669717158491
71,2.148741995664915,-5.308213410763154,-6.320620000095724,0.0,-7.079162044585837
72,2.148741995664915,-5.281688317223411,-6.361250026920873,0.0,-7.096454254347071
73,2.148741995664915,-5.255574990183044,-6.401756534271172,0.0,-7.1135496801771785
74,2.148741995664915,-5.229864694741777,-6.442139912014574,0.0,-7.130451590231877
75,2.148741995664915,-5.204548918351318,-6.482400567112064,0.0,-7.147163188341486
76,2.148741995664915,-5.17961936460201,-6.522538922625658,0.0,-7.163687615260329
77,2.148741995664915,-5.155067947183853,-6.562555416764357,0.0,-7.180027949901265
78,2.148741995664915,-5.1308867840157735,-6.602450501970272,0.0,-7.196187210556095
79,2.148741995664915,-5.107068191539394,-6.642224644043447,0.0,-7.212168356101068
80,2.148741995664915,-5.0836046791735505,-6.681878321304034,0.0,-7.227974287186852
81,2.148741995664915,-5.060488943923738,-6.721412023793958,0.0,-7.243607847413781
82,2.148741995664915,-5.037713865155123,-6.76082625249545,0.0,-7.2590718244834616
83,2.148741995664915,-5.015272499494282,-6.8001215186184885,0.0,-7.274368951347396
84,2.148741995664915,-4.993158075897519,-6.8392983428847405,0.0,-7.289501907324102
85,2.148741995664915,-4.97136399085081,-6.878357254860164,0.0,-7.304473319205575
86,2.148741995664915,-4.949883803710253,-6.91729879231375,0.0,-7.319285762344396
87,2.148741995664915,-4.928711232177315,-6.956123500604808,0.0,-7.333941761722707
88,2.148741995664915,-4.907840147905304,-6.994831932097675,0.0,-7.348443793002865
89,2.148741995664915,-4.887264572233551,-7.033424645602807,0.0,-7.362794283559757
